test_name,sector,district,age,low_val_pct,normal_pct,high_val_pct
folacid,haredi,Jerusalem,66-79,0.23399999999999999,0.7659999999999999,0.0
albumin,general,Sharon - Shomron,01-03,0.039,0.961,0.0
znb,arab,North,51-65,0.083,0.899,0.018000000000000002
nonhdl,haredi,Central,51-65,0.0,0.657,0.34299999999999997
hb,arab,Dan - Petach Tikva,14-18,0.358,0.619,0.024
vitaminD,general,Jerusalem,51-65,0.8190000000000001,0.17,0.011000000000000001
transf,haredi,South,66-79,0.05,0.917,0.033
ferritin,general,Jerusalem,22-30,0.106,0.882,0.011000000000000001
nonhdl,arab,Haifa,51-65,0.0,0.669,0.331
znb,arab,Haifa,14-18,0.006999999999999999,0.9570000000000001,0.036000000000000004
hba1c,haredi,Central,14-18,0.0,0.927,0.073
mgb,general,Sharon - Shomron,31-50,0.021,0.968,0.012
hb,general,North,22-30,0.16899999999999998,0.828,0.003
ferritin,arab,Sharon - Shomron,04-08,0.259,0.7390000000000001,0.002
albumin,haredi,Central,51-65,0.019,0.981,0.0
trig,general,Haifa,19-21,0.0,0.899,0.10099999999999999
hba1c,haredi,Sharon - Shomron,31-50,0.0,0.726,0.27399999999999997
znb,general,Tel Aviv,04-08,0.031,0.946,0.023
hb,general,Tel Aviv,09-13,0.213,0.778,0.009000000000000001
folacid,general,Jerusalem,01-03,0.028999999999999998,0.971,0.0
znb,general,Dan - Petach Tikva,51-65,0.049,0.9259999999999999,0.025
albumin,arab,Dan - Petach Tikva,31-50,0.02,0.978,0.002
transf,arab,Central,66-79,0.19,0.861,0.028999999999999998
vitaminD,arab,North,51-65,0.833,0.153,0.013999999999999999
hdl,arab,Jerusalem,09-13,0.237,0.763,0.0
ferritin,arab,Sharon - Shomron,22-30,0.23,0.753,0.017
mgb,arab,Jerusalem,01-03,0.015,0.7759999999999999,0.209
albumin,arab,Dan - Petach Tikva,22-30,0.037000000000000005,0.96,0.003
b12,general,South,09-13,0.001,0.763,0.23600000000000002
hba1c,arab,South,19-21,0.003,0.872,0.125
nonhdl,general,South,09-13,0.0,0.9540000000000001,0.046
nonhdl,arab,Jerusalem,22-30,0.0,0.8240000000000001,0.17600000000000002
trig,arab,Central,09-13,0.0,0.892,0.10800000000000001
mgb,general,North,31-50,0.012,0.978,0.011000000000000001
hb,haredi,North,09-13,0.247,0.738,0.015
vitaminD,haredi,Central,04-08,0.8079999999999999,0.184,0.008
b12,arab,Dan - Petach Tikva,09-13,0.052000000000000005,0.9440000000000001,0.004
ferritin,haredi,Central,22-30,0.17300000000000001,0.821,0.006
chol,haredi,Haifa,22-30,0.0,0.878,0.122
mgb,arab,Sharon - Shomron,19-21,0.037000000000000005,0.9309999999999999,0.032
hdl,arab,North,14-18,0.24600000000000002,0.754,0.0
hba1c,general,South,51-65,0.001,0.46299999999999997,0.536
albumin,general,Eilat,09-13,0.004,0.988,0.008
folacid,haredi,Jerusalem,31-50,0.24,0.76,0.0
transf,haredi,Haifa,01-03,0.019,0.972,0.009000000000000001
trig,arab,Sharon - Shomron,80+,0.0,0.746,0.254
hb,haredi,Haifa,01-03,0.204,0.7959999999999999,0.0
ferritin,haredi,Haifa,14-18,0.158,0.8420000000000001,0.0
chol,haredi,Jerusalem,14-18,0.0,0.958,0.042
hb,haredi,South,51-65,0.154,0.84,0.006
b12,arab,North,01-03,0.0,0.40399999999999997,0.596
mgb,general,Tel Aviv,80+,0.046,0.94,0.013999999999999999
nonhdl,general,Eilat,80+,0.0,0.775,0.225
folacid,haredi,Jerusalem,09-13,0.19699999999999998,0.8029999999999999,0.0
chol,haredi,Central,66-79,0.0,0.7759999999999999,0.22399999999999998
vitaminD,arab,Haifa,31-50,0.948,0.05,0.002
b12,arab,Jerusalem,04-08,0.027999999999999997,0.963,0.009000000000000001
mgb,arab,Haifa,14-18,0.01,0.853,0.13699999999999998
b12,haredi,Dan - Petach Tikva,66-79,0.064,0.873,0.062
hdl,general,Sharon - Shomron,31-50,0.222,0.778,0.0
iron,haredi,Haifa,09-13,0.215,0.69,0.095
ferritin,haredi,Haifa,80+,0.027999999999999997,0.875,0.09699999999999999
albumin,general,Sharon - Shomron,66-79,0.035,0.965,0.0
ferritin,haredi,Jerusalem,19-21,0.124,0.8740000000000001,0.001
trig,general,South,22-30,0.0,0.838,0.162
folacid,general,Eilat,04-08,0.134,0.866,0.0
ldl,haredi,North,09-13,0.0,0.792,0.20800000000000002
hb,haredi,Sharon - Shomron,01-03,0.188,0.812,0.0
hdl,general,Tel Aviv,04-08,0.11900000000000001,0.8809999999999999,0.0
vitaminD,general,Central,01-03,0.6609999999999999,0.336,0.004
folacid,general,South,19-21,0.37200000000000005,0.628,0.0
ferritin,arab,Sharon - Shomron,80+,0.102,0.759,0.139
ldl,arab,Central,22-30,0.0,0.589,0.41100000000000003
ldl,arab,South,31-50,0.0,0.379,0.621
nonhdl,general,South,66-79,0.0,0.765,0.235
ldl,general,Haifa,66-79,0.0,0.56,0.44
b12,arab,Central,31-50,0.07,0.917,0.013000000000000001
albumin,arab,Dan - Petach Tikva,04-08,0.016,0.9840000000000001,0.0
mgb,haredi,Central,22-30,0.006999999999999999,0.99,0.003
iron,general,Jerusalem,09-13,0.223,0.6779999999999999,0.099
vitaminD,general,Central,09-13,0.8290000000000001,0.16399999999999998,0.006999999999999999
ferritin,arab,Sharon - Shomron,31-50,0.268,0.6970000000000001,0.035
mgb,general,Haifa,04-08,0.001,0.667,0.332
chol,arab,Haifa,22-30,0.0,0.866,0.134
ldl,arab,Dan - Petach Tikva,14-18,0.0,0.7879999999999999,0.212
iron,general,Central,80+,0.267,0.725,0.008
ferritin,arab,Haifa,19-21,0.128,0.862,0.01
hb,arab,South,66-79,0.29,0.7040000000000001,0.006
nonhdl,general,Central,01-03,0.0,0.97,0.03
vitaminD,arab,South,01-03,0.87,0.13,0.0
albumin,haredi,South,04-08,0.013999999999999999,0.983,0.003
albumin,haredi,Dan - Petach Tikva,14-18,0.004,0.986,0.01
trig,general,Eilat,14-18,0.0,0.902,0.098
iron,haredi,Jerusalem,80+,0.314,0.677,0.009000000000000001
mgb,general,North,19-21,0.016,0.96,0.024
trig,arab,Jerusalem,22-30,0.0,0.823,0.177
nonhdl,arab,Dan - Petach Tikva,09-13,0.0,0.961,0.039
hb,haredi,North,22-30,0.244,0.753,0.004
hb,general,Tel Aviv,22-30,0.135,0.863,0.002
vitaminD,haredi,Jerusalem,09-13,0.917,0.077,0.006
albumin,arab,Jerusalem,66-79,0.066,0.934,0.0
chol,arab,South,14-18,0.0,0.9570000000000001,0.043
hb,general,Jerusalem,19-21,0.141,0.85,0.009000000000000001
hb,haredi,Central,14-18,0.297,0.679,0.024
transf,haredi,South,22-30,0.021,0.8170000000000001,0.161
chol,general,Jerusalem,14-18,0.0,0.938,0.062
chol,general,Haifa,19-21,0.0,0.92,0.08
folacid,haredi,Jerusalem,04-08,0.046,0.9540000000000001,0.0
trig,general,North,09-13,0.0,0.934,0.066
ldl,general,Jerusalem,19-21,0.0,0.722,0.278
znb,general,Central,14-18,0.05,0.917,0.034
znb,general,Eilat,31-50,0.133,0.855,0.012
trig,haredi,Central,51-65,0.0,0.688,0.312
chol,haredi,Dan - Petach Tikva,01-03,0.0,0.976,0.024
mgb,general,Tel Aviv,66-79,0.04,0.9520000000000001,0.006999999999999999
folacid,arab,Sharon - Shomron,66-79,0.308,0.6920000000000001,0.0
nonhdl,general,South,31-50,0.0,0.677,0.32299999999999995
ldl,arab,Jerusalem,51-65,0.0,0.42700000000000005,0.573
b12,general,Central,14-18,0.054000000000000006,0.935,0.011000000000000001
hba1c,general,Haifa,66-79,0.0,0.284,0.715
chol,general,South,04-08,0.0,0.938,0.062
folacid,arab,Haifa,80+,0.319,0.6809999999999999,0.0
hdl,arab,Jerusalem,31-50,0.327,0.6729999999999999,0.0
transf,general,North,51-65,0.049,0.9179999999999999,0.033
hb,arab,Sharon - Shomron,19-21,0.207,0.789,0.004
ldl,arab,Dan - Petach Tikva,01-03,0.0,0.768,0.23199999999999998
ldl,general,Haifa,80+,0.0,0.583,0.41700000000000004
iron,arab,South,31-50,0.331,0.643,0.026000000000000002
albumin,general,Haifa,80+,0.107,0.893,0.0
folacid,arab,Jerusalem,19-21,0.305,0.695,0.0
albumin,arab,Central,09-13,0.003,0.997,0.0
folacid,general,Central,09-13,0.297,0.703,0.0
albumin,arab,South,09-13,0.034,0.965,0.001
albumin,arab,Haifa,31-50,0.006,0.991,0.003
trig,haredi,Haifa,51-65,0.0,0.6920000000000001,0.308
trig,general,Dan - Petach Tikva,01-03,0.0,0.9640000000000001,0.036000000000000004
chol,general,Jerusalem,09-13,0.0,0.95,0.05
ferritin,arab,Dan - Petach Tikva,22-30,0.239,0.741,0.02
b12,haredi,North,04-08,0.0,0.583,0.41700000000000004
znb,general,Haifa,14-18,0.016,0.953,0.031
nonhdl,haredi,North,51-65,0.0,0.5920000000000001,0.408
iron,general,Sharon - Shomron,31-50,0.13,0.823,0.048
znb,general,Dan - Petach Tikva,66-79,0.063,0.922,0.015
ferritin,general,South,04-08,0.11900000000000001,0.877,0.004
ferritin,arab,Jerusalem,09-13,0.16399999999999998,0.835,0.001
znb,general,Haifa,09-13,0.02,0.97,0.01
albumin,arab,Sharon - Shomron,22-30,0.067,0.9309999999999999,0.002
hb,general,Eilat,22-30,0.127,0.86,0.013000000000000001
hba1c,haredi,Central,66-79,0.0,0.284,0.716
iron,general,Eilat,22-30,0.133,0.78,0.086
vitaminD,general,North,31-50,0.6859999999999999,0.294,0.02
albumin,arab,North,80+,0.226,0.774,0.0
transf,general,Dan - Petach Tikva,66-79,0.107,0.865,0.027999999999999997
albumin,general,Central,80+,0.17800000000000002,0.8220000000000001,0.0
hba1c,haredi,Central,80+,0.0,0.38,0.62
nonhdl,general,Haifa,51-65,0.0,0.634,0.366
hba1c,haredi,North,51-65,0.0,0.431,0.569
hba1c,general,Dan - Petach Tikva,22-30,0.0,0.892,0.10800000000000001
hba1c,general,Jerusalem,14-18,0.001,0.932,0.067
hba1c,general,Jerusalem,01-03,0.0,0.905,0.095
vitaminD,arab,Dan - Petach Tikva,51-65,0.9390000000000001,0.054000000000000006,0.006999999999999999
vitaminD,general,Haifa,04-08,0.6759999999999999,0.313,0.011000000000000001
albumin,general,Dan - Petach Tikva,22-30,0.03,0.965,0.004
hba1c,haredi,Dan - Petach Tikva,31-50,0.0,0.684,0.316
nonhdl,arab,South,09-13,0.0,0.955,0.045
hb,general,South,31-50,0.165,0.8290000000000001,0.005
znb,arab,Dan - Petach Tikva,14-18,0.12,0.852,0.027999999999999997
trig,haredi,Dan - Petach Tikva,66-79,0.0,0.723,0.27699999999999997
hdl,general,Dan - Petach Tikva,09-13,0.14800000000000002,0.852,0.0
albumin,general,Jerusalem,09-13,0.005,0.993,0.002
hdl,arab,Sharon - Shomron,09-13,0.255,0.745,0.0
albumin,haredi,Dan - Petach Tikva,04-08,0.013999999999999999,0.986,0.0
ldl,arab,Sharon - Shomron,66-79,0.0,0.63,0.37
folacid,general,Tel Aviv,01-03,0.055999999999999994,0.9440000000000001,0.0
mgb,arab,Haifa,01-03,0.018000000000000002,0.8959999999999999,0.086
ferritin,arab,Sharon - Shomron,51-65,0.115,0.821,0.065
albumin,arab,South,14-18,0.048,0.95,0.002
nonhdl,haredi,Dan - Petach Tikva,22-30,0.0,0.873,0.127
albumin,general,Jerusalem,14-18,0.003,0.991,0.006
trig,arab,North,22-30,0.0,0.856,0.14400000000000002
folacid,arab,Dan - Petach Tikva,09-13,0.301,0.6990000000000001,0.0
trig,general,Central,22-30,0.0,0.855,0.145
vitaminD,general,Haifa,01-03,0.602,0.384,0.013999999999999999
nonhdl,haredi,Dan - Petach Tikva,04-08,0.0,0.97,0.03
albumin,arab,Haifa,22-30,0.01,0.9790000000000001,0.011000000000000001
trig,arab,South,80+,0.0,0.72,0.28
hba1c,general,Tel Aviv,22-30,0.001,0.925,0.07400000000000001
vitaminD,general,Sharon - Shomron,19-21,0.787,0.19399999999999998,0.019
mgb,general,Eilat,66-79,0.057,0.914,0.028999999999999998
hdl,general,North,01-03,0.21600000000000003,0.784,0.0
mgb,general,North,51-65,0.023,0.9670000000000001,0.01
transf,general,Dan - Petach Tikva,80+,0.255,0.7290000000000001,0.016
ldl,haredi,Dan - Petach Tikva,22-30,0.0,0.63,0.37
hb,arab,North,01-03,0.18100000000000002,0.818,0.001
ferritin,arab,Central,19-21,0.363,0.631,0.006
trig,haredi,North,31-50,0.0,0.753,0.247
transf,general,Jerusalem,01-03,0.009000000000000001,0.963,0.027000000000000003
ferritin,general,Eilat,09-13,0.204,0.792,0.005
transf,general,North,19-21,0.011000000000000001,0.885,0.10300000000000001
b12,general,Haifa,01-03,0.003,0.8909999999999999,0.106
albumin,haredi,Haifa,31-50,0.017,0.9790000000000001,0.004
hdl,arab,Sharon - Shomron,14-18,0.297,0.703,0.0
ferritin,haredi,Dan - Petach Tikva,22-30,0.14300000000000002,0.8490000000000001,0.006999999999999999
chol,general,Haifa,51-65,0.0,0.593,0.40700000000000003
nonhdl,arab,Jerusalem,19-21,0.0,0.91,0.09
hdl,haredi,Dan - Petach Tikva,09-13,0.201,0.799,0.0
hb,general,Central,80+,0.465,0.531,0.003
albumin,arab,Dan - Petach Tikva,19-21,0.03,0.9620000000000001,0.009000000000000001
mgb,general,South,80+,0.067,0.919999999999999,0.022000000000000002
hdl,general,Dan - Petach Tikva,14-18,0.20800000000000002,0.792,0.0
hb,general,Jerusalem,01-03,0.19,0.8909999999999999,0.001
iron,haredi,Sharon - Shomron,09-13,0.213,0.677,0.11
b12,haredi,Dan - Petach Tikva,31-50,0.079,0.907,0.013999999999999999
b12,haredi,South,09-13,0.0,0.813,0.187
transf,arab,North,80+,0.321,0.6579999999999999,0.021
albumin,haredi,Central,22-30,0.063,0.935,0.002
b12,general,North,04-08,0.0,0.501,0.499
ferritin,general,North,66-79,0.085,0.862,0.053
transf,haredi,Dan - Petach Tikva,51-65,0.053,0.917,0.03
chol,general,Sharon - Shomron,80+,0.0,0.752,0.248
trig,haredi,Central,09-13,0.0,0.9520000000000001,0.048
vitaminD,arab,North,66-79,0.77,0.2,0.03
hb,general,North,09-13,0.235,0.757,0.006999999999999999
hba1c,arab,Sharon - Shomron,04-08,0.001,0.861,0.138
vitaminD,general,Jerusalem,31-50,0.857,0.13699999999999998,0.006999999999999999
hba1c,arab,Dan - Petach Tikva,66-79,0.0,0.131,0.8690000000000001
mgb,haredi,South,14-18,0.051,0.78,0.16899999999999998
iron,haredi,Jerusalem,66-79,0.209,0.774,0.017
chol,arab,Haifa,04-08,0.0,0.9640000000000001,0.036000000000000004
trig,arab,Haifa,09-13,0.0,0.922,0.078
hba1c,arab,Haifa,19-21,0.0,0.893,0.107
ldl,haredi,Jerusalem,14-18,0.0,0.812,0.188
ferritin,general,Haifa,80+,0.036000000000000004,0.872,0.09300000000000001
b12,general,Jerusalem,66-79,0.079,0.873,0.049
trig,general,Dan - Petach Tikva,14-18,0.0,0.924,0.076
znb,general,Sharon - Shomron,09-13,0.032,0.9059999999999999,0.062
hb,arab,Jerusalem,22-30,0.183,0.802,0.013999999999999999
hdl,haredi,North,66-79,0.226,0.774,0.0
hb,haredi,Jerusalem,66-79,0.196,0.7959999999999999,0.008
hb,haredi,South,04-08,0.11900000000000001,0.8809999999999999,0.0
chol,haredi,Dan - Petach Tikva,04-08,0.0,0.958,0.042
folacid,general,Central,14-18,0.418,0.5820000000000001,0.0
transf,arab,Haifa,51-65,0.096,0.884,0.02
ferritin,general,North,01-03,0.3,0.6970000000000001,0.003
hba1c,general,South,31-50,0.001,0.737,0.262
znb,general,Dan - Petach Tikva,31-50,0.069,0.91,0.02
hdl,haredi,North,31-50,0.22899999999999998,0.7709999999999999,0.0
folacid,general,South,04-08,0.12,0.88,0.0
b12,haredi,Jerusalem,80+,0.071,0.843,0.087
ldl,arab,Jerusalem,04-08,0.0,0.718,0.282
vitaminD,general,Dan - Petach Tikva,66-79,0.715,0.273,0.013000000000000001
vitaminD,arab,Sharon - Shomron,31-50,0.951,0.044000000000000004,0.005
ldl,haredi,Dan - Petach Tikva,31-50,0.0,0.439,0.561
chol,arab,Dan - Petach Tikva,19-21,0.0,0.9329999999999999,0.067
hba1c,general,Jerusalem,04-08,0.0,0.9179999999999999,0.08199999999999999
hdl,arab,North,22-30,0.245,0.755,0.0
vitaminD,haredi,Jerusalem,51-65,0.835,0.153,0.012
vitaminD,haredi,Haifa,31-50,0.862,0.138,0.0
b12,haredi,Central,51-65,0.064,0.9,0.037000000000000005
iron,arab,North,22-30,0.24600000000000002,0.7170000000000001,0.036000000000000004
hdl,arab,Dan - Petach Tikva,51-65,0.36700000000000005,0.633,0.0
iron,general,South,66-79,0.23600000000000002,0.753,0.011000000000000001
hba1c,arab,North,22-30,0.003,0.898,0.099
mgb,general,Central,51-65,0.027999999999999997,0.966,0.005
ldl,haredi,Sharon - Shomron,14-18,0.0,0.77,0.23
albumin,haredi,Central,31-50,0.05,0.95,0.001
nonhdl,haredi,Dan - Petach Tikva,80+,0.0,0.784,0.21600000000000003
hba1c,arab,Sharon - Shomron,14-18,0.0,0.887,0.113
folacid,general,Tel Aviv,22-30,0.298,0.7020000000000001,0.0
nonhdl,general,Haifa,04-08,0.0,0.9670000000000001,0.033
ferritin,haredi,North,09-13,0.322,0.6779999999999999,0.0
ferritin,general,Central,66-79,0.08800000000000001,0.857,0.055
chol,general,Jerusalem,01-03,0.0,0.9620000000000001,0.038
iron,arab,Sharon - Shomron,09-13,0.3,0.643,0.057
albumin,haredi,Central,66-79,0.057,0.943,0.0
ldl,haredi,North,22-30,0.0,0.631,0.369
b12,general,South,80+,0.006999999999999999,0.688,0.306
mgb,haredi,Jerusalem,09-13,0.0,0.711,0.289
albumin,general,Haifa,51-65,0.009000000000000001,0.9890000000000001,0.002
chol,arab,South,01-03,0.0,0.97,0.03
mgb,arab,Haifa,22-30,0.009000000000000001,0.9790000000000001,0.012
trig,arab,Sharon - Shomron,19-21,0.0,0.9079999999999999,0.092
iron,general,Jerusalem,22-30,0.133,0.787,0.08
nonhdl,general,Tel Aviv,51-65,0.0,0.623,0.377
ldl,haredi,Jerusalem,04-08,0.0,0.6940000000000001,0.306
hb,arab,North,09-13,0.297,0.695,0.008
folacid,haredi,Central,19-21,0.287,0.713,0.0
hb,haredi,Haifa,22-30,0.253,0.746,0.001
chol,arab,Haifa,80+,0.0,0.8220000000000001,0.17800000000000002
ferritin,general,Central,80+,0.07,0.848,0.08199999999999999
ldl,general,North,51-65,0.0,0.32799999999999996,0.672
hdl,haredi,Central,31-50,0.251,0.7490000000000001,0.0
b12,general,Central,09-13,0.027000000000000003,0.956,0.017
hdl,general,Eilat,66-79,0.184,0.816,0.0
mgb,arab,Haifa,09-13,0.011000000000000001,0.759,0.23
hb,general,Sharon - Shomron,31-50,0.157,0.84,0.003
nonhdl,arab,Jerusalem,51-65,0.0,0.647,0.353
mgb,haredi,Jerusalem,14-18,0.006999999999999999,0.813,0.18
ldl,haredi,Central,19-21,0.0,0.7759999999999999,0.22399999999999998
nonhdl,haredi,Dan - Petach Tikva,66-79,0.0,0.759,0.24100000000000002
b12,arab,Sharon - Shomron,09-13,0.053,0.9309999999999999,0.016
hba1c,arab,Jerusalem,04-08,0.0,0.9470000000000001,0.053
nonhdl,haredi,Dan - Petach Tikva,31-50,0.0,0.7240000000000001,0.276
nonhdl,general,North,51-65,0.0,0.609,0.391
vitaminD,general,Central,19-21,0.867,0.12,0.013000000000000001
chol,general,Central,66-79,0.0,0.742,0.258
iron,arab,Sharon - Shomron,51-65,0.266,0.723,0.012
hdl,arab,Central,09-13,0.235,0.765,0.0
nonhdl,haredi,North,09-13,0.0,0.94,0.06
albumin,haredi,South,22-30,0.077,0.9229999999999999,0.0
ldl,haredi,Jerusalem,09-13,0.0,0.759,0.24100000000000002
b12,haredi,Central,01-03,0.004,0.871,0.124
hba1c,arab,South,80+,0.0,0.27699999999999997,0.723
chol,general,South,22-30,0.0,0.831,0.16899999999999998
ferritin,haredi,Dan - Petach Tikva,66-79,0.09300000000000001,0.856,0.052000000000000005
hba1c,general,North,19-21,0.006,0.888,0.106
ferritin,haredi,Central,31-50,0.166,0.818,0.016
chol,arab,North,66-79,0.0,0.8029999999999999,0.19699999999999998
nonhdl,arab,North,80+,0.0,0.7809999999999999,0.21899999999999997
folacid,arab,Central,31-50,0.415,0.585,0.0
albumin,general,Jerusalem,19-21,0.019,0.9790000000000001,0.002
hba1c,arab,Central,09-13,0.0,0.815,0.185
hba1c,haredi,Dan - Petach Tikva,22-30,0.001,0.897,0.102
ferritin,haredi,Sharon - Shomron,51-65,0.05,0.9059999999999999,0.043
b12,haredi,Dan - Petach Tikva,09-13,0.036000000000000004,0.9540000000000001,0.009000000000000001
hdl,haredi,South,14-18,0.23800000000000002,0.762,0.0
albumin,general,Tel Aviv,22-30,0.013999999999999999,0.9840000000000001,0.002
ferritin,arab,Haifa,01-03,0.19,0.805,0.004
vitaminD,general,Sharon - Shomron,14-18,0.726,0.257,0.017
transf,general,South,31-50,0.027999999999999997,0.8859999999999999,0.086
iron,general,Jerusalem,51-65,0.13,0.8390000000000001,0.031
folacid,general,Sharon - Shomron,22-30,0.294,0.706,0.0
mgb,general,Central,09-13,0.01,0.747,0.243
nonhdl,haredi,Haifa,19-21,0.0,0.966,0.034
albumin,general,North,51-65,0.013999999999999999,0.986,0.0
folacid,haredi,Jerusalem,01-03,0.028999999999999998,0.971,0.0
chol,haredi,Central,22-30,0.0,0.863,0.13699999999999998
nonhdl,arab,Central,22-30,0.0,0.845,0.155
nonhdl,haredi,South,22-30,0.0,0.88,0.12
hdl,arab,Central,14-18,0.331,0.669,0.0
mgb,arab,North,22-30,0.017,0.972,0.011000000000000001
folacid,haredi,South,31-50,0.305,0.695,0.0
hdl,haredi,South,09-13,0.165,0.835,0.0
ferritin,arab,Jerusalem,14-18,0.193,0.805,0.003
ferritin,haredi,Jerusalem,01-03,0.21,0.79,0.0
albumin,arab,South,19-21,0.126,0.872,0.002
b12,general,Tel Aviv,31-50,0.07,0.915,0.016
ferritin,haredi,North,04-08,0.16699999999999998,0.833,0.0
vitaminD,general,Dan - Petach Tikva,19-21,0.866,0.13,0.004
mgb,general,Sharon - Shomron,19-21,0.031,0.934,0.035
transf,general,Eilat,80+,0.235,0.71,0.055
hba1c,general,Eilat,31-50,0.001,0.747,0.252
vitaminD,general,Haifa,09-13,0.7979999999999999,0.19399999999999998,0.008
b12,general,Jerusalem,04-08,0.006999999999999999,0.953,0.04
mgb,general,Dan - Petach Tikva,31-50,0.026000000000000002,0.963,0.011000000000000001
hdl,arab,Haifa,04-08,0.11900000000000001,0.8809999999999999,0.0
vitaminD,haredi,Sharon - Shomron,31-50,0.888,0.11199999999999999,0.0
nonhdl,general,Central,31-50,0.0,0.698,0.302
b12,arab,Central,51-65,0.091,0.882,0.027000000000000003
trig,haredi,Central,19-21,0.0,0.912,0.08800000000000001
znb,arab,Sharon - Shomron,04-08,0.046,0.9309999999999999,0.023
b12,general,Sharon - Shomron,14-18,0.052000000000000005,0.9309999999999999,0.017
chol,general,Dan - Petach Tikva,04-08,0.0,0.9390000000000001,0.061
ldl,arab,North,09-13,0.0,0.7709999999999999,0.22899999999999998
transf,arab,Dan - Petach Tikva,31-50,0.068,0.809,0.12300000000000001
transf,arab,Jerusalem,66-79,0.131,0.841,0.027999999999999997
hb,general,Haifa,66-79,0.223,0.773,0.004
trig,haredi,Sharon - Shomron,14-18,0.0,0.9570000000000001,0.043
hdl,arab,Sharon - Shomron,04-08,0.172,0.828,0.0
b12,haredi,Sharon - Shomron,22-30,0.08,0.9059999999999999,0.013999999999999999
iron,general,Haifa,80+,0.28600000000000003,0.708,0.006
trig,haredi,South,09-13,0.0,0.946,0.054000000000000006
b12,haredi,Central,19-21,0.054000000000000006,0.9129999999999999,0.033
trig,general,Tel Aviv,22-30,0.0,0.873,0.127
ldl,general,Jerusalem,09-13,0.0,0.7609999999999999,0.239
hb,general,Haifa,80+,0.455,0.5429999999999999,0.002
vitaminD,arab,Dan - Petach Tikva,14-18,0.966,0.031,0.003
transf,arab,Sharon - Shomron,19-21,0.03,0.856,0.114
hdl,haredi,Dan - Petach Tikva,01-03,0.281,0.7190000000000001,0.0
nonhdl,arab,Jerusalem,14-18,0.0,0.945,0.055
folacid,haredi,Jerusalem,14-18,0.247,0.753,0.0
trig,arab,South,66-79,0.0,0.653,0.34700000000000003
hb,general,Dan - Petach Tikva,31-50,0.155,0.8420000000000001,0.003
hba1c,arab,Dan - Petach Tikva,80+,0.0,0.18600000000000003,0.8140000000000001
iron,arab,Jerusalem,22-30,0.254,0.71,0.036000000000000004
nonhdl,haredi,Jerusalem,09-13,0.0,0.9490000000000001,0.051
chol,haredi,Dan - Petach Tikva,09-13,0.0,0.9670000000000001,0.033
nonhdl,haredi,Jerusalem,51-65,0.0,0.642,0.358
chol,haredi,North,14-18,0.0,1.0,0.0
mgb,general,Eilat,80+,0.069,0.8959999999999999,0.035
albumin,haredi,Dan - Petach Tikva,09-13,0.005,0.993,0.001
hdl,arab,Haifa,22-30,0.235,0.765,0.0
mgb,haredi,Central,31-50,0.005,0.9940000000000001,0.001
folacid,general,Central,51-65,0.22399999999999998,0.7759999999999999,0.0
iron,general,Tel Aviv,22-30,0.091,0.819999999999999,0.098
chol,haredi,North,31-50,0.0,0.7170000000000001,0.28300000000000003
mgb,general,Haifa,09-13,0.008,0.778,0.214
vitaminD,arab,Haifa,22-30,0.943,0.054000000000000006,0.004
ldl,general,Eilat,22-30,0.0,0.578,0.42200000000000004
b12,general,Jerusalem,80+,0.075,0.8370000000000001,0.08900000000000001
chol,general,Eilat,04-08,0.0,0.929,0.071
hb,arab,Central,09-13,0.33299999999999996,0.657,0.01
transf,haredi,Central,22-30,0.009000000000000001,0.882,0.19
b12,general,Eilat,31-50,0.003,0.83,0.166
ferritin,general,Central,22-30,0.155,0.8340000000000001,0.011000000000000001
ferritin,general,Haifa,66-79,0.051,0.889,0.059000000000000004
albumin,haredi,Jerusalem,51-65,0.013000000000000001,0.987,0.0
iron,arab,South,66-79,0.36,0.633,0.006999999999999999
nonhdl,haredi,Sharon - Shomron,31-50,0.0,0.7390000000000001,0.261
chol,general,Haifa,80+,0.0,0.7440000000000001,0.256
hb,general,South,22-30,0.185,0.81,0.005
mgb,arab,Central,51-65,0.021,0.976,0.003
b12,general,North,09-13,0.001,0.703,0.29600000000000004
hdl,arab,South,51-65,0.28300000000000003,0.7170000000000001,0.0
nonhdl,arab,Jerusalem,01-03,0.0,0.97,0.03
ferritin,general,North,80+,0.062,0.85,0.08800000000000001
iron,general,Central,66-79,0.182,0.805,0.013999999999999999
ferritin,general,Eilat,04-08,0.21899999999999997,0.78,0.001
ferritin,haredi,Jerusalem,09-13,0.145,0.8540000000000001,0.001
hb,general,North,04-08,0.057,0.9420000000000001,0.002
folacid,arab,Jerusalem,04-08,0.063,0.937,0.0
ferritin,arab,Central,66-79,0.084,0.838,0.078
chol,arab,Jerusalem,31-50,0.0,0.659,0.341
iron,haredi,North,22-30,0.214,0.75,0.036000000000000004
hb,haredi,Sharon - Shomron,09-13,0.239,0.7559999999999999,0.005
vitaminD,general,Central,51-65,0.812,0.18100000000000002,0.006
znb,haredi,Dan - Petach Tikva,22-30,0.095,0.8959999999999999,0.01
hdl,general,Haifa,80+,0.203,0.797,0.0
hdl,general,Sharon - Shomron,66-79,0.204,0.7959999999999999,0.0
transf,general,North,22-30,0.019,0.868,0.113
hba1c,general,Haifa,80+,0.0,0.287,0.713
trig,general,Haifa,80+,0.0,0.773,0.22699999999999998
hba1c,general,Jerusalem,19-21,0.0,0.907,0.09300000000000001
